date, pm25, pm10, o3, no2, so2, co
2023/2/21, 55, 34, 31, 12, 3, 3
2023/2/22, 60, 34, 31, 12, 3, 3
2023/2/23, 83, 61, 43, 9, 3, 4
2023/2/24, 138, 35, 37, 8, 2, 3
2023/2/25, 70, 47, 41, 11, 4, 4
2023/2/26, 95, 51, 38, 10, 3, 5
2023/2/27, 115, 50, , 13, 4, 4
2023/2/28, 110, 71, , 16, 4, 4
2023/3/1, 137, 48, , 11, 3, 3
2023/3/2, 78, 40, , 10, 4, 4
2023/3/3, 76, 63, , 16, 5, 5
2023/3/4, 136, 60, , 13, 5, 6
2023/3/5, 87, 74, , 17, 7, 7
2023/3/6, 136, 81, , 22, 10, 7
2023/3/7, 153, 84, , 22, 10, 8
2023/3/8, 158, 108, , 15, 7, 7
2023/3/9, 161, 88, , 16, 8, 8
2023/3/10, 147, 77, , 16, 7, 8
2023/3/11, 146, 84, , 8, 3, 4
2023/3/12, 78, 60, , 8, 6, 5
2023/3/13, 79, 67, , 13, 7, 6
2023/3/14, 101, 154, , 12, 5, 6
2023/3/15, 112, 67, , 4, 2, 4
2023/3/16, 62, 29, , 4, 3, 3
2023/3/17, 50, 38, , 8, 3, 3
2023/3/18, 86, 53, , 11, 5, 5
2023/3/19, 92, 63, , 8, 4, 4
2023/3/20, 124, 43, , 6, 5, 4
2023/3/21, 105, 26, , 9, 4, 4
2023/3/22, 73, 224, , 6, 4, 5
2023/3/23, 97, 77, , 6, 4, 3
