date, pm10, o3, no2, so2, co
2020/7/3, 45, , 8, 1, 
2020/7/4, 48, , 8, 1, 
2020/7/5, 49, 42, 8, , 
2020/7/6, 45, 5, 7, , 
2020/7/7, 49, 2, 7, 1, 
2020/7/8, 58, , 5, , 
2020/7/9, 32, , 6, , 
2020/7/10, 12, , 3, , 
2020/7/11, 26, , 3, 1, 
2020/7/12, 33, , 4, , 
2020/7/13, 40, , 3, , 
2020/7/14, 34, , 4, , 
2020/7/15, 25, , 4, , 
2020/7/16, 61, , 5, , 
2020/7/17, 59, , 6, , 
2020/7/18, 62, , 5, , 
2020/7/19, 65, , 7, 4, 
2020/7/20, 62, , 8, 1, 
2020/7/21, 64, , 7, 1, 
2020/7/22, 75, , 6, , 
2020/7/23, 60, , 7, , 
2020/7/24, 52, , 4, , 
2020/7/25, 31, , 6, , 
2020/7/26, 22, , 5, , 
2020/7/27, 44, , 7, , 
2020/7/28, 80, , 6, , 
2020/7/29, 64, , 6, , 
2020/7/30, 43, , 6, , 
2020/7/31, 68, , 6, , 
2020/8/1, 35, , 3, , 
2020/8/2, 30, , 3, , 
2020/8/3, 55, 7, 6, 1, 
2020/8/4, 55, 11, 6, , 
2020/8/5, 51, 13, 6, , 
2020/8/6, 34, 5, 8, , 
2020/8/7, 61, , 7, 1, 
2020/8/8, 48, , 7, , 
2020/8/9, 47, , 8, , 
2020/8/10, 72, , 6, , 
2020/8/11, 64, , 7, , 
2020/8/12, 58, , 8, , 
2020/8/13, 39, , 8, , 
2020/8/14, 58, , 6, , 
2020/8/15, 56, , 5, , 
2020/8/16, 22, , 6, , 
2020/8/17, 26, , 8, 1, 
2020/8/18, 43, , 6, , 
2020/8/19, 64, , 5, , 
2020/8/20, 42, 10, 8, , 
2020/8/21, 63, 3, 8, , 
2020/8/22, 69, 18, 7, 1, 
2020/8/23, 66, 8, 6, , 
2020/8/24, 65, , 9, , 
2020/8/25, 40, , 5, , 
2020/8/26, 19, , 9, , 
2020/8/27, 22, , 8, , 
2020/8/28, 22, , 7, , 
2020/8/29, 44, , 8, , 
2020/8/30, 30, , 8, , 
2020/8/31, 21, , 9, 1, 
2020/9/1, 41, , 9, 1, 
2020/9/2, 54, , 9, , 
2020/9/3, 51, , 9, , 
2020/9/4, 10, , 7, 1, 
2020/9/5, 13, , 7, 1, 
2020/9/6, 12, , 5, , 
2020/9/7, 8, , , , 
2020/9/9, 12, , 6, , 
2020/9/10, 43, , 5, , 
2020/9/11, 57, , 7, , 
2020/9/12, 48, , 5, , 
2020/9/13, 23, , 8, 1, 
2020/9/14, 22, , 6, , 
2020/9/15, 20, , 7, , 
2020/9/16, 51, , 9, , 
2020/9/17, 78, , 9, 1, 
2020/9/18, 80, , 9, , 
2020/9/19, 74, , 10, , 
2020/9/20, 93, , 9, 1, 
2020/9/21, 69, , 10, 4, 
2020/9/22, 71, , 11, 3, 
2020/9/23, 67, , 9, 2, 
2020/9/24, 59, , 11, 2, 
2020/9/25, 87, , 6, 1, 
2020/9/26, 46, , 8, 1, 
2020/9/27, 55, , 9, 1, 
2020/9/28, 63, , 10, 4, 
2020/9/29, 65, , 7, 1, 
2020/9/30, 29, , 7, 1, 
2020/4/1, 67, 13, , 9, 
2020/4/2, 68, 11, , 7, 
2020/4/3, 67, 14, , 11, 
2020/4/4, 72, 13, , 6, 
2020/4/5, 64, 18, , 3, 
2020/4/6, 91, 17, , 3, 
2020/4/7, 65, 13, , 6, 
2020/4/8, 62, 14, , 7, 
2020/4/9, 64, 14, , 6, 
2020/4/10, 68, 17, , 2, 
2020/4/11, 53, 15, , 4, 
2020/4/12, 70, 13, , 4, 
2020/4/13, 82, 14, , 3, 
2020/4/14, 65, 14, , 4, 
2020/4/15, 49, 14, , 6, 
2020/4/16, 55, 14, , 4, 
2020/4/17, 56, 15, , 6, 
2020/4/18, 59, 16, , 2, 
2020/4/19, 46, 16, , 3, 
2020/4/20, 45, 16, , 5, 
2020/4/21, 49, 15, , 6, 
2020/4/22, 52, 15, , 6, 
2020/4/23, 64, 19, , 3, 
2020/4/24, 81, 16, , 5, 
2020/4/25, 70, 15, , 4, 
2020/4/26, 64, 15, , 5, 
2020/4/27, 69, 14, , 3, 
2020/4/28, 74, 16, , 8, 
2020/4/29, 74, 16, , 10, 
2020/4/30, 65, 16, , 8, 
2020/5/1, 58, 10, , 6, 
2020/5/2, 43, 18, , 3, 
2020/5/3, 51, 17, , 3, 
2020/5/4, 60, 17, , 2, 
2020/5/5, 71, 11, , 2, 
2020/5/6, 84, 16, , 1, 
2020/5/7, 45, 16, , 3, 
2020/5/8, 71, 13, , 1, 
2020/5/9, 44, 15, , 2, 
2020/5/10, 40, 20, , 1, 
2020/5/11, 104, 15, , 3, 
2020/5/12, 53, 16, , 2, 
2020/5/13, 58, 16, , 5, 
2020/5/14, 76, 13, , 2, 
2020/5/15, 99, 13, , 1, 
2020/5/16, 44, 10, , 2, 
2020/5/17, 44, 12, , 3, 
2020/5/18, 51, 10, , 4, 
2020/5/19, 50, 6, , 3, 
2020/5/20, 48, 9, , 2, 
2020/5/21, 35, 9, , 2, 
2020/5/22, 40, 10, , 2, 
2020/5/23, 38, 13, , 1, 
2020/5/24, 52, 13, , , 
2020/5/25, 43, 11, , , 
2020/5/26, 52, 16, , , 
2020/5/27, 57, 8, , , 
2020/5/28, 69, 4, , , 
2020/5/29, 16, 12, , , 
2020/5/30, 34, 11, , , 
2020/5/31, 38, 17, , , 
2020/6/1, 52, 15, , , 
2020/6/2, 57, 12, , , 
2020/6/3, 47, 10, , , 
2020/6/4, 54, 15, , , 
2020/6/5, 59, 15, , , 
2020/6/6, 59, 13, , , 
2020/6/7, 54, 10, , , 
2020/6/8, 42, 13, , , 
2020/6/9, 39, 14, , , 
2020/6/10, 47, 10, , , 
2020/6/11, 42, 16, 7, 2, 
2020/6/12, 38, 2, 6, 1, 
2020/6/13, 42, , 7, 3, 
2020/6/14, 55, , 7, , 
2020/6/15, 62, , 9, 2, 
2020/6/16, 83, , 6, 1, 
2020/6/17, 117, , 7, 1, 
2020/6/18, 90, , 7, 1, 
2020/6/19, 101, , 6, 1, 
2020/6/20, 189, , 4, , 
2020/6/21, 51, , 6, , 
2020/6/22, 73, , 6, , 
2020/6/23, 50, , 7, , 
2020/6/24, 25, , 7, , 
2020/6/25, 26, , 8, , 
2020/6/26, 44, , 7, , 
2020/6/27, 63, , 7, , 
2020/6/28, 52, 11, 7, 1, 
2020/6/29, 49, 5, 7, 1, 
2020/6/30, 74, , 6, , 
2020/1/1, 309, , , 46, 
2020/1/2, 116, , , 50, 
2020/1/3, 129, 2, , 43, 
2020/1/4, 106, 8, , 30, 
2020/1/5, 81, 3, , 34, 
2020/1/6, 94, 2, , 39, 
2020/1/7, 105, 3, , 38, 
2020/1/8, 99, 4, , 32, 
2020/1/9, 88, 5, , 35, 
2020/1/10, 95, 4, , 35, 
2020/1/11, 92, 1, , 50, 
2020/1/12, 143, 3, , 45, 
2020/1/13, 123, 1, , 53, 
2020/1/14, 141, 1, , 50, 
2020/1/15, 160, 2, , 41, 
2020/1/16, 118, , , 50, 
2020/1/17, 125, 3, , 47, 
2020/1/18, 134, 7, , 28, 
2020/1/19, 85, 2, , 33, 
2020/1/20, 82, 1, , 51, 
2020/1/21, 123, 3, , 42, 
2020/1/22, 112, 4, , 31, 
2020/1/23, 86, 1, , 44, 
2020/1/24, 105, 3, , 42, 
2020/1/25, 99, 3, , 43, 
2020/1/26, 131, 4, , 43, 
2020/1/27, 108, 5, , 38, 
2020/1/28, 98, 10, , 23, 
2020/1/29, 53, 4, , 30, 
2020/1/30, 85, 10, , 24, 
2020/1/31, 80, 8, , 19, 
2020/2/1, 79, 7, , 22, 
2020/2/2, 85, 8, , 30, 
2020/2/3, 91, 8, , 25, 
2020/2/4, 91, 5, , 28, 
2020/2/5, 90, 2, , 39, 
2020/2/6, 112, 4, , 32, 
2020/2/7, 97, 4, , 31, 
2020/2/8, 104, 5, , 26, 
2020/2/9, 88, 4, , 27, 
2020/2/10, 95, 3, , 31, 
2020/2/11, 109, 13, , 22, 
2020/2/12, 67, 17, , 4, 
2020/2/13, 26, 11, , 13, 
2020/2/14, 66, 7, , 33, 
2020/2/15, 92, 5, , 41, 
2020/2/21, 81, 6, , 24, 
2020/2/22, 78, 11, , 26, 
2020/2/23, 86, 16, , 13, 
2020/2/24, 45, 17, , 13, 
2020/2/25, 27, 17, , 11, 
2020/2/26, 32, 15, , 9, 
2020/2/27, 53, 13, , 13, 
2020/2/28, 58, 14, , 15, 
2020/2/29, 68, 11, , 14, 
2020/3/1, 63, 15, , 7, 
2020/3/2, 37, 12, , 13, 
2020/3/3, 60, 13, , 22, 
2020/3/4, 77, 13, , 18, 
2020/3/5, 75, 11, , 16, 
2020/3/6, 68, 8, , 21, 
2020/3/7, 67, 15, , 6, 
2020/3/8, 31, 14, , 13, 
2020/3/9, 66, 10, , 17, 
2020/3/10, 64, 15, , 15, 
2020/3/11, 60, 15, , 12, 
2020/3/12, 49, 15, , 11, 
2020/3/13, 59, 16, , 10, 
2020/3/14, 51, 17, , 9, 
2020/3/15, 56, 17, , 9, 
2020/3/16, 57, 14, , 10, 
2020/3/17, 68, 19, , 6, 
2020/3/18, 47, 12, , 9, 
2020/3/19, 56, 14, , 8, 
2020/3/20, 44, 16, , 7, 
2020/3/21, 65, 11, , 10, 
2020/3/22, 62, 8, , 12, 
2020/3/23, 61, 17, , 10, 
2020/3/24, 88, 17, , 2, 
2020/3/25, 58, , , , 
2020/3/29, 66, 15, , 6, 
2020/3/30, 56, 17, , 7, 
2020/3/31, 58, 12, , 7, 
2019/10/1, 71, 9, , 1, 
2019/10/2, 24, 8, , , 
2019/10/3, 32, 11, , 2, 
2019/10/4, 60, 9, , 4, 
2019/10/5, 68, 15, , 2, 
2019/10/6, 71, 17, , 1, 
2019/10/7, 64, 11, , 3, 
2019/10/8, 63, 14, , 1, 
2019/10/9, 67, 13, , 6, 
2019/10/10, 56, 13, , 2, 
2019/10/11, 54, 12, , 3, 
2019/10/12, 62, 14, , 3, 
2019/10/13, 69, 9, , 7, 
2019/10/14, 77, 6, , 9, 
2019/10/15, 85, 10, , 5, 
2019/10/16, 75, 11, , 4, 
2019/10/17, 74, 12, , 5, 
2019/10/18, 79, 19, , 3, 
2019/10/19, 80, 10, , 5, 
2019/10/20, 52, 8, , 5, 
2019/10/21, 65, 7, , 3, 
2019/10/22, 63, 13, , 1, 
2019/10/23, 41, 6, , 6, 
2019/10/24, 71, 7, , 7, 
2019/10/25, 83, 17, , 7, 
2019/10/26, 121, 12, , 4, 
2019/10/27, 78, 10, , 6, 
2019/10/28, 61, 10, , 5, 
2019/10/29, 77, 14, , 5, 
2019/10/30, 67, 4, , 7, 
2019/10/31, 76, 6, , 7, 
2019/11/1, 74, 3, , 7, 
2019/11/2, 86, 6, , 8, 
2019/11/3, 81, 13, , 5, 
2019/11/4, 74, 2, , 10, 
2019/11/5, 84, , , , 
2019/11/9, 91, 12, , 6, 
2019/11/10, 73, 4, , 4, 
2019/11/11, 63, 15, , 3, 
2019/11/12, 56, 6, , 12, 
2019/11/13, 67, 6, , 18, 
2019/11/14, 79, 8, , 13, 
2019/11/15, 55, 14, , 11, 
2019/11/16, 61, 17, , 5, 
2019/11/17, 54, 9, , 16, 
2019/11/18, 65, 4, , 24, 
2019/11/19, 72, 6, , 21, 
2019/11/20, 77, 3, , 19, 
2019/11/21, 80, 9, , 9, 
2019/11/22, 62, 6, , 15, 
2019/11/23, 77, 6, , 18, 
2019/11/24, 74, 3, , 28, 
2019/11/25, 90, 8, , 21, 
2019/11/26, 82, 6, , 25, 
2019/11/27, 81, 6, , 32, 
2019/11/28, 93, 7, , 18, 
2019/11/29, 67, 10, , 18, 
2019/11/30, 67, 9, , 21, 
2019/12/1, 76, 13, , 20, 
2019/12/2, 67, 11, , 18, 
2019/12/3, 68, 8, , 23, 
2019/12/4, 82, 5, , 23, 
2019/12/5, 78, 1, , 39, 
2019/12/6, 122, 2, , 34, 
2019/12/7, 109, 2, , 33, 
2019/12/8, 101, 2, , 32, 
2019/12/9, 90, 11, , 22, 
2019/12/10, 79, 6, , 24, 
2019/12/11, 69, 1, , 34, 
2019/12/12, 102, 2, , 33, 
2019/12/13, 90, 2, , 35, 
2019/12/14, 98, 2, , 31, 
2019/12/15, 92, 7, , 22, 
2019/12/16, 83, 4, , 21, 
2019/12/17, 79, 3, , 26, 
2019/12/18, 92, 2, , 32, 
2019/12/19, 98, 1, , 38, 
2019/12/20, 104, 4, , 32, 
2019/12/21, 88, 1, , 42, 
2019/12/22, 112, 3, , 36, 
2019/12/23, 99, 9, , 14, 
2019/12/24, 47, 5, , 31, 
2019/12/25, 86, 1, , 41, 
2019/12/26, 102, 1, , 47, 
2019/12/27, 108, 5, , 33, 
2019/12/28, 95, 10, , 10, 
2019/12/29, 36, , , , 
2019/7/1, 50, 20, , , 
2019/7/2, 50, 22, , , 
2019/7/3, 50, 23, , 6, 
2019/7/4, 47, 14, , , 
2019/7/5, 52, 25, , , 
2019/7/6, 55, 18, , , 
2019/7/7, 63, 19, , , 
2019/7/8, 52, 19, , , 
2019/7/9, 59, 17, , , 
2019/7/10, 71, 23, , , 
2019/7/11, 37, 23, , , 
2019/7/12, 33, 19, , , 
2019/7/13, 35, 24, , , 
2019/7/14, 36, 26, , , 
2019/7/15, 46, 19, , , 
2019/7/16, 44, 23, , 2, 
2019/7/17, 35, 12, , 1, 
2019/7/18, 61, 2, , , 
2019/7/19, 32, 25, , , 
2019/7/20, 46, 21, , , 
2019/7/21, 61, 14, , , 
2019/7/22, 29, 8, , , 
2019/7/23, 21, 12, , , 
2019/7/24, 24, 20, , , 
2019/7/25, 52, 21, , 2, 
2019/7/26, 48, 24, , , 
2019/7/27, 57, 17, , , 
2019/7/28, 28, 9, , , 
2019/7/29, 12, 4, , , 
2019/7/30, 40, 16, , 4, 
2019/7/31, 90, 16, , 1, 
2019/8/1, 86, 17, , , 
2019/8/2, 88, 21, , , 
2019/8/3, 77, 13, , 2, 
